# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 30 01:49:21 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_bmassprov,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,sy_dist
Kepler-57 c,Kepler-57,1,2,Transit,2012,11.60925670,1.550,9.10000,Mass,0.000000,,5145.00,0.73,0.83,0.117,[M/H],644.1400000
Kepler-570 b,Kepler-570,1,1,Transit,2016,4.30166200,2.450,6.57000,M-R relationship,0.000000,,5496.00,0.90,0.93,0.060,[Fe/H],568.1480000
Kepler-571 b,Kepler-571,1,1,Transit,2016,4.79859939,2.640,7.46000,M-R relationship,0.000000,,5527.00,0.90,0.93,0.010,[Fe/H],723.8750000
Kepler-572 b,Kepler-572,1,1,Transit,2016,17.20523483,2.580,7.18000,M-R relationship,0.000000,,5212.00,0.79,0.83,-0.100,[Fe/H],504.6670000
Kepler-573 b,Kepler-573,1,1,Transit,2016,22.18329658,2.790,8.20000,M-R relationship,0.000000,,5746.00,1.02,0.99,0.020,[Fe/H],771.4710000
Kepler-574 b,Kepler-574,1,1,Transit,2016,7.65880414,2.390,6.30000,M-R relationship,0.000000,,5612.00,0.91,0.95,-0.010,[Fe/H],682.8960000
Kepler-575 b,Kepler-575,1,1,Transit,2016,9.37891944,2.390,6.30000,M-R relationship,0.000000,,5710.00,0.95,0.97,0.000,[Fe/H],853.9770000
Kepler-576 b,Kepler-576,1,1,Transit,2016,29.91136794,3.270,10.70000,M-R relationship,0.000000,,5672.00,0.97,0.99,0.090,[Fe/H],617.5500000
Kepler-577 b,Kepler-577,1,1,Transit,2016,25.69578251,2.550,7.04000,M-R relationship,0.000000,,4984.00,0.73,0.78,-0.140,[Fe/H],524.2470000
Kepler-578 b,Kepler-578,1,1,Transit,2016,1.61688370,2.000,4.66000,M-R relationship,0.000000,,5334.00,0.83,0.87,-0.030,[Fe/H],541.4320000
Kepler-579 b,Kepler-579,1,1,Transit,2016,9.66857723,2.000,4.66000,M-R relationship,0.000000,,5636.00,0.96,0.99,0.130,[Fe/H],530.7650000
Kepler-58 b,Kepler-58,1,3,Transit,2012,10.21849540,2.780,35.50000,Mass,0.000000,,5843.00,1.03,0.95,0.090,[Fe/H],969.2520000
Kepler-58 c,Kepler-58,1,3,Transit,2012,15.57415680,2.860,53.00000,Mass,0.000000,,5843.00,1.03,0.95,0.090,[Fe/H],969.2520000
Kepler-58 d,Kepler-58,1,3,Transit,2014,40.10137100,2.940,8.96000,M-R relationship,0.000000,,6099.00,1.13,1.04,0.090,[Fe/H],969.2520000
Kepler-580 b,Kepler-580,1,1,Transit,2016,8.22241966,2.570,7.13000,M-R relationship,0.000000,,4298.00,0.64,0.67,-0.060,[Fe/H],323.8990000
Kepler-581 b,Kepler-581,1,1,Transit,2016,40.60698210,2.630,7.41000,M-R relationship,0.000000,,5772.00,1.00,1.00,0.030,[Fe/H],703.7580000
Kepler-582 b,Kepler-582,1,1,Transit,2016,18.49235668,3.680,13.10000,M-R relationship,0.000000,,5564.00,0.91,0.93,0.010,[Fe/H],613.1790000
Kepler-583 b,Kepler-583,1,1,Transit,2016,6.51002530,2.280,5.82000,M-R relationship,0.000000,,5523.00,0.91,0.94,0.070,[Fe/H],867.2710000
Kepler-584 b,Kepler-584,1,1,Transit,2016,35.18103040,4.210,16.50000,M-R relationship,0.000000,,6195.00,1.24,1.17,0.020,[Fe/H],1848.8400000
Kepler-585 b,Kepler-585,1,1,Transit,2016,2.75235975,2.830,8.40000,M-R relationship,0.000000,,5593.00,0.93,0.96,0.030,[Fe/H],585.1870000
Kepler-586 b,Kepler-586,1,1,Transit,2016,2.10472218,2.790,8.20000,M-R relationship,0.000000,,5575.00,0.92,0.94,0.000,[Fe/H],693.7660000
Kepler-587 b,Kepler-587,1,1,Transit,2016,10.94027841,2.230,5.60000,M-R relationship,0.000000,,5549.00,0.89,0.92,-0.050,[Fe/H],787.8940000
Kepler-588 b,Kepler-588,1,1,Transit,2016,4.22162536,2.630,7.41000,M-R relationship,0.000000,,5835.00,1.00,1.01,0.000,[Fe/H],1209.4000000
Kepler-589 b,Kepler-589,1,2,Transit,2016,16.54964934,2.270,5.77000,M-R relationship,0.000000,,5296.00,0.83,0.88,0.010,[Fe/H],612.8030000
Kepler-589 c,Kepler-589,1,2,Transit,2021,3.52466011,1.117,1.45000,M-R relationship,0.000000,,5372.00,0.92,0.83,-0.020,[Fe/H],612.8030000
Kepler-59 b,Kepler-59,1,2,Transit,2012,11.86817070,1.100,1.37000,M-R relationship,0.000000,,6074.00,0.94,1.04,0.020,[Fe/H],1163.2200000
Kepler-59 c,Kepler-59,1,2,Transit,2012,17.98012350,1.980,4.58000,M-R relationship,0.000000,,6074.00,0.94,1.04,0.020,[Fe/H],1163.2200000
Kepler-590 b,Kepler-590,1,1,Transit,2016,5.85296257,4.020,15.20000,M-R relationship,0.000000,,6000.00,1.15,1.10,0.070,[Fe/H],1421.8100000
Kepler-591 b,Kepler-591,1,1,Transit,2016,81.16942990,3.390,11.40000,M-R relationship,0.000000,,5677.00,0.94,0.97,0.010,[Fe/H],785.1370000
Kepler-592 b,Kepler-592,1,1,Transit,2016,2.82019241,2.390,6.30000,M-R relationship,0.000000,,5913.00,1.04,1.04,-0.030,[Fe/H],1153.1300000
Kepler-593 b,Kepler-593,1,1,Transit,2016,21.21708973,2.870,8.60000,M-R relationship,0.000000,,5967.00,1.10,1.08,0.040,[Fe/H],973.7600000
Kepler-594 b,Kepler-594,1,1,Transit,2016,13.64618192,2.180,5.39000,M-R relationship,0.000000,,5485.00,0.87,0.91,-0.030,[Fe/H],769.2000000
Kepler-595 b,Kepler-595,1,2,Transit,2016,25.30290920,3.708,17.40000,Mass,0.000000,,5138.50,0.82,0.93,0.406,[M/H],643.0090000
Kepler-595 c,Kepler-595,1,2,Transit,2020,12.38602000,1.009,3.30000,Mass,0.000000,,5138.50,0.82,0.93,0.406,[M/H],643.0090000
Kepler-596 b,Kepler-596,1,1,Transit,2016,21.30022655,3.460,11.80000,M-R relationship,0.000000,,6267.00,1.32,1.21,0.030,[Fe/H],1023.8500000
Kepler-597 b,Kepler-597,1,1,Transit,2016,13.02365861,2.370,6.21000,M-R relationship,0.000000,,5683.00,0.95,0.97,-0.010,[Fe/H],663.4180000
Kepler-598 b,Kepler-598,1,2,Transit,2016,3.70175428,1.500,2.86000,M-R relationship,0.000000,,5307.00,0.86,0.87,0.020,[Fe/H],681.0860000
Kepler-598 c,Kepler-598,1,2,Transit,2020,86.49450000,3.024,9.40000,M-R relationship,0.000000,,5245.00,0.90,0.90,0.030,[M/H],681.0860000
Kepler-599 b,Kepler-599,1,1,Transit,2016,15.65562652,2.840,8.45000,M-R relationship,0.000000,,5127.00,0.79,0.83,-0.020,[Fe/H],558.5170000
Kepler-6 b,Kepler-6,1,1,Transit,2009,3.23469960,14.617,212.31044,Mass,0.000000,,5647.00,1.39,1.21,0.340,[Fe/H],587.0390000
Kepler-60 b,Kepler-60,1,3,Transit,2012,7.13340000,1.710,4.19000,Mass,0.000000,,5905.00,1.26,1.04,-0.090,[Fe/H],1025.1000000
Kepler-60 c,Kepler-60,1,3,Transit,2012,8.91870000,1.900,3.85000,Mass,0.000000,,5905.00,1.26,1.04,-0.090,[Fe/H],1025.1000000
Kepler-60 d,Kepler-60,1,3,Transit,2012,11.89810000,1.990,4.16000,Mass,0.000000,,5905.00,1.26,1.04,-0.090,[Fe/H],1025.1000000
Kepler-600 b,Kepler-600,1,1,Transit,2016,23.67517607,2.900,8.75000,M-R relationship,0.000000,,5279.00,0.81,0.84,-0.090,[Fe/H],619.7230000
Kepler-601 b,Kepler-601,1,1,Transit,2016,5.37886844,1.900,4.27000,M-R relationship,0.000000,,5160.00,0.79,0.85,-0.020,[Fe/H],414.8250000
Kepler-602 b,Kepler-602,1,1,Transit,2016,15.28469497,2.090,5.02000,M-R relationship,0.000000,,6062.00,1.13,1.08,-0.020,[Fe/H],1159.3100000
Kepler-603 b,Kepler-603,1,3,Transit,2016,21.05358596,2.650,7.51000,M-R relationship,0.000000,,5808.00,1.01,1.01,0.030,[Fe/H],1539.6300000
Kepler-603 c,Kepler-603,1,3,Transit,2016,127.90757740,6.500,34.50000,M-R relationship,0.000000,,5808.00,1.01,1.01,0.030,[Fe/H],1539.6300000
Kepler-603 d,Kepler-603,1,3,Transit,2016,6.21712920,1.320,2.30000,M-R relationship,0.000000,,5808.00,1.01,1.01,0.030,[Fe/H],1539.6300000
Kepler-604 b,Kepler-604,1,1,Transit,2016,25.85501786,2.590,7.22000,M-R relationship,0.000000,,5890.00,1.03,1.02,-0.020,[Fe/H],1026.4900000
Kepler-605 b,Kepler-605,1,2,Transit,2016,3.38353807,1.440,2.67000,M-R relationship,0.000000,,5462.00,0.88,0.91,0.020,[Fe/H],556.5800000
Kepler-605 c,Kepler-605,1,2,Transit,2016,2.35895152,0.860,0.56600,M-R relationship,0.000000,,5462.00,0.88,0.91,0.020,[Fe/H],556.5800000
Kepler-606 b,Kepler-606,1,1,Transit,2016,24.31575992,3.310,11.00000,M-R relationship,0.000000,,6161.00,1.22,1.13,0.010,[Fe/H],1215.1100000
Kepler-607 b,Kepler-607,1,2,Transit,2016,0.63816320,0.870,0.59000,M-R relationship,0.000000,,5196.00,0.80,0.84,-0.020,[Fe/H],519.1220000
Kepler-607 c,Kepler-607,1,2,Transit,2021,39.67679977,2.760,8.05000,M-R relationship,0.000000,,5244.00,0.89,0.81,0.020,[Fe/H],519.1220000
Kepler-608 b,Kepler-608,1,1,Transit,2016,6.41251504,3.640,12.90000,M-R relationship,0.000000,,5820.00,1.01,1.00,-0.020,[Fe/H],946.6830000
Kepler-609 b,Kepler-609,1,1,Transit,2016,6.52121067,3.350,11.20000,M-R relationship,0.000000,,5971.00,1.14,1.09,0.060,[Fe/H],1065.8200000
Kepler-61 b,Kepler-61,1,1,Transit,2013,59.87756000,2.150,5.27000,M-R relationship,0.250000,K7 V,4017.00,0.62,0.64,0.030,[Fe/H],335.0790000
Kepler-610 b,Kepler-610,1,2,Transit,2016,6.99692655,4.190,16.30000,M-R relationship,0.000000,,5943.00,1.13,1.10,0.120,[Fe/H],845.8240000
Kepler-610 c,Kepler-610,1,2,Transit,2016,151.86392000,3.300,10.90000,M-R relationship,0.000000,,5943.00,1.13,1.10,0.120,[Fe/H],845.8240000
Kepler-611 b,Kepler-611,1,1,Transit,2016,2.43703330,1.650,3.36000,M-R relationship,0.000000,,5761.00,1.01,1.01,0.060,[Fe/H],1395.5600000
Kepler-612 b,Kepler-612,1,1,Transit,2016,3.72215641,2.840,8.45000,M-R relationship,0.000000,,5693.00,0.96,0.98,0.040,[Fe/H],1445.5300000
Kepler-613 b,Kepler-613,1,1,Transit,2016,15.77979614,2.290,5.86000,M-R relationship,0.000000,,5723.00,0.96,0.98,-0.010,[Fe/H],861.4940000
Kepler-614 b,Kepler-614,1,1,Transit,2016,14.03491514,2.390,6.30000,M-R relationship,0.000000,,5268.00,0.81,0.85,-0.070,[Fe/H],527.9950000
Kepler-615 b,Kepler-615,1,1,Transit,2016,10.35584657,1.740,3.68000,M-R relationship,0.000000,,4655.00,0.69,0.73,-0.070,[Fe/H],330.0000000
Kepler-616 b,Kepler-616,1,3,Transit,2016,9.99761851,2.430,6.48000,M-R relationship,0.000000,,5753.00,0.97,0.98,-0.020,[Fe/H],945.7750000
Kepler-616 c,Kepler-616,1,3,Transit,2016,90.41135560,3.410,11.50000,M-R relationship,0.000000,,5753.00,0.97,0.98,-0.020,[Fe/H],945.7750000
Kepler-616 d,Kepler-616,1,3,Transit,2021,51.06740189,2.653,7.52000,M-R relationship,0.000000,,6004.00,0.98,1.06,-0.020,[Fe/H],945.7750000
Kepler-617 b,Kepler-617,1,1,Transit,2016,1.68269615,1.320,2.30000,M-R relationship,0.000000,M1 V,3712.00,0.48,0.51,-0.070,[Fe/H],173.3540000
Kepler-618 b,Kepler-618,1,1,Transit,2016,3.59576964,2.600,7.27000,M-R relationship,0.000000,,5860.00,1.08,1.05,0.080,[Fe/H],1221.9600000
Kepler-619 b,Kepler-619,1,2,Transit,2016,5.40427220,3.160,10.10000,M-R relationship,0.000000,,5980.00,1.11,1.09,0.050,[Fe/H],900.6780000
Kepler-619 c,Kepler-619,1,2,Transit,2016,1.20846503,1.690,3.50000,M-R relationship,0.000000,,5980.00,1.11,1.09,0.050,[Fe/H],900.6780000
Kepler-62 b,Kepler-62,1,5,Transit,2013,5.71493200,1.310,9.00000,Mass,0.000000,K2 V,4925.00,0.64,0.69,-0.370,[Fe/H],300.8740000
Kepler-62 c,Kepler-62,1,5,Transit,2013,12.44170000,0.540,4.00000,Mass,0.000000,K2 V,4925.00,0.64,0.69,-0.370,[Fe/H],300.8740000
Kepler-62 d,Kepler-62,1,5,Transit,2013,18.16406000,1.950,14.00000,Mass,0.000000,K2 V,4925.00,0.64,0.69,-0.370,[Fe/H],300.8740000
Kepler-62 e,Kepler-62,1,5,Transit,2013,122.38740000,1.610,36.00000,Mass,0.000000,K2 V,4925.00,0.64,0.69,-0.370,[Fe/H],300.8740000
Kepler-62 f,Kepler-62,1,5,Transit,2013,267.29100000,1.410,35.00000,Mass,0.000000,K2 V,4925.00,0.64,0.69,-0.370,[Fe/H],300.8740000
Kepler-620 b,Kepler-620,1,1,Transit,2016,12.91375431,3.320,11.00000,M-R relationship,0.000000,,6155.00,1.22,1.15,0.030,[Fe/H],1355.2800000
Kepler-621 b,Kepler-621,1,1,Transit,2016,2.62811375,2.300,5.90000,M-R relationship,0.000000,,4521.00,0.68,0.72,-0.020,[Fe/H],389.0000000
Kepler-622 b,Kepler-622,1,1,Transit,2016,14.28226676,2.130,5.18000,M-R relationship,0.000000,,4201.00,0.61,0.64,-0.090,[Fe/H],284.7610000
Kepler-623 b,Kepler-623,1,1,Transit,2016,9.07097734,3.010,9.32000,M-R relationship,0.000000,,5443.00,0.86,0.90,-0.030,[Fe/H],737.7020000
Kepler-624 b,Kepler-624,1,1,Transit,2016,14.58649607,2.310,5.95000,M-R relationship,0.000000,,6117.00,1.18,1.10,-0.060,[Fe/H],748.1880000
Kepler-625 b,Kepler-625,1,2,Transit,2016,7.75192492,1.990,4.62000,M-R relationship,0.000000,,5789.00,0.96,1.04,0.100,[Fe/H],760.7080000
Kepler-625 c,Kepler-625,1,2,Transit,2016,4.16536510,1.050,1.16000,M-R relationship,0.000000,,5789.00,0.96,1.04,0.100,[Fe/H],760.7080000
Kepler-626 b,Kepler-626,1,1,Transit,2016,14.48585199,2.290,5.86000,M-R relationship,0.000000,,5813.00,1.05,1.01,0.010,[Fe/H],635.6430000
Kepler-627 b,Kepler-627,1,1,Transit,2016,40.69944430,3.730,13.40000,M-R relationship,0.000000,,6424.00,1.49,1.30,0.050,[Fe/H],984.3070000
Kepler-628 b,Kepler-628,1,1,Transit,2016,15.45805670,8.400,53.20000,M-R relationship,0.000000,,5721.00,1.28,1.00,0.040,[Fe/H],897.9010000
Kepler-629 b,Kepler-629,1,1,Transit,2016,7.23858540,1.380,2.48000,M-R relationship,0.000000,,5444.00,0.84,0.93,0.010,[Fe/H],372.0500000
Kepler-63 b,Kepler-63,1,1,Transit,2013,9.43415050,6.110,120.00000,Mass,0.450000,,5576.00,0.90,0.98,0.050,[Fe/H],194.0330000
Kepler-630 b,Kepler-630,1,1,Transit,2016,161.47439370,3.180,10.20000,M-R relationship,0.000000,,5829.00,1.04,1.02,0.030,[Fe/H],839.7840000
Kepler-631 b,Kepler-631,1,1,Transit,2016,17.97979059,2.900,8.75000,M-R relationship,0.000000,,6185.00,1.33,1.24,0.230,[Fe/H],761.9660000
Kepler-632 b,Kepler-632,1,1,Transit,2016,30.99660733,2.210,5.52000,M-R relationship,0.000000,,5322.00,0.84,0.91,0.110,[Fe/H],349.0000000
Kepler-633 b,Kepler-633,1,2,Transit,2016,8.50340718,1.630,3.29000,M-R relationship,0.000000,,5899.00,1.15,1.02,-0.050,[Fe/H],680.5400000
Kepler-633 c,Kepler-633,1,2,Transit,2021,23.78319931,2.296,5.89000,M-R relationship,0.000000,,5877.00,1.26,1.00,-0.040,[Fe/H],680.5400000
Kepler-634 b,Kepler-634,1,1,Transit,2016,5.16950177,1.890,4.23000,M-R relationship,0.000000,,6075.00,1.24,1.03,-0.180,[Fe/H],888.0270000
Kepler-635 b,Kepler-635,1,1,Transit,2016,23.44971004,2.640,7.46000,M-R relationship,0.000000,,6174.00,1.51,1.33,0.410,[Fe/H],1141.0800000
Kepler-636 b,Kepler-636,2,1,Transit,2016,16.08066115,4.450,18.10000,M-R relationship,0.000000,,5203.00,0.80,0.85,-0.020,[Fe/H],310.3010000
Kepler-637 b,Kepler-637,1,1,Transit,2016,23.20584623,4.750,20.20000,M-R relationship,0.000000,,6096.00,2.56,1.64,0.380,[Fe/H],786.0910000
Kepler-638 b,Kepler-638,1,1,Transit,2016,6.07972888,1.830,4.01000,M-R relationship,0.000000,,5382.00,0.93,0.88,0.040,[Fe/H],991.2140000
Kepler-639 b,Kepler-639,1,1,Transit,2016,10.21420496,2.380,6.26000,M-R relationship,0.000000,,5896.00,1.29,1.14,0.230,[Fe/H],850.2420000
Kepler-640 b,Kepler-640,1,1,Transit,2016,22.24813967,2.560,7.08000,M-R relationship,0.000000,,5653.00,0.94,1.01,0.150,[Fe/H],557.7870000
Kepler-641 b,Kepler-641,1,1,Transit,2016,9.48961571,1.850,4.08000,M-R relationship,0.000000,,5713.00,1.13,1.02,0.150,[Fe/H],969.9180000
Kepler-642 b,Kepler-642,1,1,Transit,2016,4.41745855,2.900,8.75000,M-R relationship,0.000000,,6570.00,1.66,1.40,0.060,[Fe/H],781.5820000
Kepler-643 b,Kepler-643,1,1,Transit,2016,16.33889626,10.160,321.00830,Mass,0.370000,,4908.00,2.52,1.00,0.130,[Fe/H],1063.5800000
Kepler-644 b,Kepler-644,1,1,Transit,2016,3.17391710,3.150,10.10000,M-R relationship,0.000000,,6747.00,1.81,1.49,0.080,[Fe/H],1318.0500000
Kepler-645 b,Kepler-645,1,1,Transit,2016,3.27582262,2.100,5.06000,M-R relationship,0.000000,,6170.00,1.21,1.13,-0.010,[Fe/H],1173.5700000
Kepler-646 b,Kepler-646,1,1,Transit,2016,15.87364565,1.990,4.62000,M-R relationship,0.000000,,5634.00,0.91,0.93,-0.070,[Fe/H],451.7940000
Kepler-647 b,Kepler-647,1,2,Transit,2016,16.22546490,1.170,1.71000,M-R relationship,0.000000,,6020.00,1.07,1.03,-0.140,[Fe/H],1087.8700000
Kepler-647 c,Kepler-647,1,2,Transit,2020,29.66630000,4.001,15.10000,M-R relationship,0.000000,,5906.74,1.55,1.07,-0.415,[M/H],1087.8700000
Kepler-648 b,Kepler-648,1,1,Transit,2016,17.42117490,3.220,10.50000,M-R relationship,0.000000,,5741.00,0.98,1.05,0.210,[Fe/H],636.0300000
Kepler-649 b,Kepler-649,1,1,Transit,2016,29.90722674,2.260,5.73000,M-R relationship,0.000000,,5871.00,0.94,0.97,-0.170,[Fe/H],513.7480000
Kepler-65 b,Kepler-65,1,4,Transit,2012,2.15491000,1.420,2.40000,Mass,0.028000,,6211.00,1.41,1.25,0.170,[Fe/H],303.7280000
Kepler-65 c,Kepler-65,1,4,Transit,2012,5.85994400,2.580,5.40000,Mass,0.020000,,6211.00,1.41,1.25,0.170,[Fe/H],303.7280000
Kepler-65 d,Kepler-65,1,4,Transit,2012,8.13123000,1.520,4.14000,Mass,0.014000,,6211.00,1.41,1.25,0.170,[Fe/H],303.7280000
Kepler-65 e,Kepler-65,1,4,Radial Velocity,2019,258.80000000,13.900,260.00000,Mass,0.283000,,6220.00,1.44,1.25,0.170,[Fe/H],303.7280000
Kepler-650 b,Kepler-650,1,1,Transit,2016,3.03214559,2.960,9.06000,M-R relationship,0.000000,,5849.00,1.35,1.08,0.130,[Fe/H],884.3780000
Kepler-651 b,Kepler-651,1,1,Transit,2016,21.38521506,2.370,6.21000,M-R relationship,0.000000,,5522.00,0.87,0.92,-0.040,[Fe/H],509.4080000
Kepler-652 b,Kepler-652,1,1,Transit,2016,4.18200253,2.490,6.76000,M-R relationship,0.000000,,5490.00,0.88,0.97,0.170,[Fe/H],394.5500000
Kepler-653 b,Kepler-653,1,2,Transit,2016,14.70748976,1.950,4.46000,M-R relationship,0.000000,,5665.00,1.19,1.02,0.230,[Fe/H],595.6340000
Kepler-653 c,Kepler-653,1,2,Transit,2016,0.90037648,0.780,0.39900,M-R relationship,0.000000,,5665.00,1.19,1.02,0.230,[Fe/H],595.6340000
Kepler-654 b,Kepler-654,1,1,Transit,2016,13.72465129,2.070,4.94000,M-R relationship,0.000000,,5865.00,1.11,1.04,0.040,[Fe/H],974.1240000
Kepler-655 b,Kepler-655,1,1,Transit,2016,46.40633580,2.710,7.80000,M-R relationship,0.000000,,6170.00,1.24,1.15,0.000,[Fe/H],752.5620000
Kepler-656 b,Kepler-656,1,1,Transit,2016,1.26025909,3.120,9.91000,M-R relationship,0.000000,,5281.00,0.82,0.86,-0.040,[Fe/H],890.3520000
Kepler-657 b,Kepler-657,1,1,Transit,2016,24.54350418,3.520,12.20000,M-R relationship,0.000000,,5808.00,1.01,1.01,0.030,[Fe/H],1691.8800000
Kepler-658 b,Kepler-658,1,1,Transit,2016,1.28707676,1.630,3.29000,M-R relationship,0.000000,,4103.00,0.60,0.63,-0.040,[Fe/H],388.3840000
Kepler-659 b,Kepler-659,1,1,Transit,2016,17.67179600,2.500,6.80000,M-R relationship,0.000000,,4870.00,0.74,0.79,0.020,[Fe/H],722.6400000
Kepler-66 b,Kepler-66,1,1,Transit,2013,17.81581500,2.800,8.25000,M-R relationship,0.000000,G0 V,5962.00,0.97,1.04,-0.200,[M/H],1202.9600000
Kepler-660 b,Kepler-660,1,1,Transit,2016,9.27358194,2.570,7.13000,M-R relationship,0.000000,,4779.00,0.71,0.75,-0.070,[Fe/H],568.4310000
Kepler-661 b,Kepler-661,1,1,Transit,2016,6.02930132,3.070,9.64000,M-R relationship,0.000000,,4483.00,0.67,0.70,-0.050,[Fe/H],534.7880000
Kepler-662 b,Kepler-662,1,1,Transit,2016,21.67697486,2.180,5.39000,M-R relationship,0.000000,,4897.00,0.74,0.79,-0.030,[Fe/H],815.6370000
Kepler-663 b,Kepler-663,1,1,Transit,2016,4.99678284,2.600,7.27000,M-R relationship,0.000000,,5264.00,0.82,0.86,0.030,[Fe/H],1063.0900000
Kepler-664 b,Kepler-664,1,1,Transit,2016,2.52559332,2.660,7.56000,M-R relationship,0.000000,,5754.00,1.02,1.01,0.070,[Fe/H],1210.1200000
Kepler-665 b,Kepler-665,1,1,Transit,2016,16.01310205,2.600,7.27000,M-R relationship,0.000000,,4913.00,0.74,0.79,-0.030,[Fe/H],612.8380000
Kepler-666 b,Kepler-666,1,1,Transit,2016,4.49876092,2.400,6.35000,M-R relationship,0.000000,,5887.00,1.05,1.03,0.010,[Fe/H],1508.7100000
Kepler-667 b,Kepler-667,1,1,Transit,2016,41.43962808,4.730,20.10000,M-R relationship,0.000000,,5327.00,0.87,0.91,0.150,[Fe/H],2302.4500000
Kepler-668 b,Kepler-668,1,1,Transit,2016,8.35390639,2.700,7.75000,M-R relationship,0.000000,,5352.00,0.82,0.87,-0.060,[Fe/H],784.6180000
Kepler-669 b,Kepler-669,1,1,Transit,2016,4.12554687,4.830,20.80000,M-R relationship,0.000000,,6038.00,1.20,1.15,0.140,[Fe/H],2063.4100000
Kepler-67 b,Kepler-67,1,1,Transit,2013,15.72590000,2.940,8.96000,M-R relationship,0.000000,G9 V,5331.00,0.78,0.86,-0.200,[M/H],1131.1900000
Kepler-670 b,Kepler-670,1,1,Transit,2016,2.81650485,13.180,,Msini,0.000000,,5709.00,0.99,0.99,0.070,[Fe/H],939.7440000
Kepler-671 b,Kepler-671,1,1,Transit,2016,4.28095859,2.690,7.70000,M-R relationship,0.000000,,5624.00,0.95,0.97,0.080,[Fe/H],1168.2600000
Kepler-672 b,Kepler-672,1,1,Transit,2016,38.37746230,2.500,6.80000,M-R relationship,0.000000,,5627.00,0.92,0.95,-0.010,[Fe/H],1033.9300000
Kepler-673 b,Kepler-673,1,1,Transit,2016,3.72873109,6.540,34.80000,M-R relationship,0.000000,,5355.00,0.84,0.88,0.000,[Fe/H],918.2100000
Kepler-674 b,Kepler-674,1,1,Transit,2016,2.24338185,1.690,3.50000,M-R relationship,0.000000,,4192.00,0.57,0.60,-0.270,[Fe/H],342.2540000
Kepler-675 b,Kepler-675,1,1,Transit,2016,2.33743801,2.440,6.53000,M-R relationship,0.000000,,4945.00,0.75,0.79,-0.050,[Fe/H],665.6800000
Kepler-676 b,Kepler-676,1,1,Transit,2016,11.59822172,3.040,9.48000,M-R relationship,0.000000,,3701.00,0.49,0.51,-0.020,[Fe/H],295.1960000
Kepler-677 b,Kepler-677,1,1,Transit,2016,6.57531678,5.380,25.00000,M-R relationship,0.000000,,5723.00,0.99,1.00,0.060,[Fe/H],1954.0800000
Kepler-678 b,Kepler-678,1,1,Transit,2016,7.27503724,5.140,23.10000,M-R relationship,0.000000,,5520.00,0.91,0.94,0.070,[Fe/H],1826.1500000
Kepler-679 b,Kepler-679,1,1,Transit,2016,12.39358604,3.010,9.32000,M-R relationship,0.000000,,5403.00,0.84,0.87,-0.090,[Fe/H],922.2440000
Kepler-68 b,Kepler-68,2,3,Transit,2013,5.39880000,2.354,7.65000,Mass,0.000000,,5875.23,1.26,1.06,0.126,[M/H],144.1660000
Kepler-68 c,Kepler-68,2,3,Transit,2013,9.60510000,0.920,2.04000,Mass,0.000000,,5875.23,1.26,1.06,0.126,[M/H],144.1660000
Kepler-68 d,Kepler-68,2,3,Radial Velocity,2013,634.60000000,13.900,267.00000,Mass,0.112000,,5875.23,1.26,1.06,0.126,[M/H],144.1660000
Kepler-680 b,Kepler-680,1,1,Transit,2016,3.68992629,2.420,6.44000,M-R relationship,0.000000,,5890.00,1.11,1.08,0.130,[Fe/H],1492.4800000
Kepler-681 b,Kepler-681,1,1,Transit,2016,26.39435646,3.080,9.69000,M-R relationship,0.000000,,5021.00,0.76,0.80,-0.040,[Fe/H],686.9230000
Kepler-682 b,Kepler-682,1,1,Transit,2016,12.61190667,7.370,42.60000,M-R relationship,0.000000,,5559.00,0.89,0.92,-0.050,[Fe/H],1979.2500000
Kepler-683 b,Kepler-683,1,1,Transit,2016,2.53918318,1.970,4.54000,M-R relationship,0.000000,,5703.00,0.95,0.96,-0.030,[Fe/H],1023.0700000
Kepler-684 b,Kepler-684,1,1,Transit,2016,6.77030201,3.360,11.20000,M-R relationship,0.000000,,5493.00,0.86,0.89,-0.110,[Fe/H],1731.2700000
